follower_id,followed_id
13,409
13,229
13,770
13,592
13,133
13,57
14,540
14,820
14,435
14,491
14,964
14,555
14,35
15,516
15,357
15,405
15,883
15,704
15,796
15,180
15,470
16,125
16,717
16,532
16,473
16,325
16,707
16,9
16,13
16,692
16,217
16,390
16,596
16,105
16,335
16,372
16,629
17,884
17,267
17,193
17,563
17,271
17,244
17,277
17,484
17,983
17,629
17,353
17,376
17,190
18,512
18,436
18,217
18,431
18,719
18,772
18,383
18,375
18,876
18,412
18,288
18,463
18,186
18,587
18,136
18,591
18,704
18,236
18,835
18,104
18,740
18,278
19,825
19,243
19,570
19,444
19,878
19,392
19,202
19,151
19,821
19,984
19,758
19,155
19,486
20,827
20,10
20,182
20,433
20,513
20,139
20,916
20,871
20,647
20,531
21,548
21,739
21,325
21,806
21,500
21,309
21,258
21,577
21,881
21,583
21,50
21,409
21,103
21,709
21,169
21,63
21,222
21,835
21,262
21,489
21,861
21,646
21,100
21,462
21,764
21,344
21,268
21,371
21,370
22,575
22,572
22,956
22,831
22,265
22,354
22,21
22,423
22,126
22,361
22,890
22,697
22,988
22,622
22,205
22,592
22,591
22,667
23,666
23,553
23,180
23,801
23,293
23,365
23,334
23,691
23,524
23,501
23,795
23,756
23,459
23,912
23,82
23,392
23,630
23,295
23,476
23,648
24,981
24,150
24,891
24,173
24,657
24,829
24,952
24,347
24,433
24,648
25,629
25,587
25,416
25,871
25,930
25,75
25,83
25,167
25,353
25,235
25,323
25,326
25,670
25,300
25,729
25,275
26,621
26,662
26,406
26,279
26,910
26,457
26,801
26,885
26,963
26,373
26,767
26,603
26,535
26,990
26,463
26,425
26,173
26,190
26,876
26,24
27,130
27,747
27,242
27,679
27,259
27,965
27,763
27,719
27,769
27,83
27,217
27,172
28,408
28,107
28,99
28,67
28,961
28,901
28,486
28,563
28,57
28,27
28,791
28,538
28,785
28,87
28,108
28,270
28,634
28,161
28,88
28,672
28,955
28,908
29,401
29,318
29,236
29,255
29,757
29,292
29,455
29,643
29,131
29,136
29,541
29,860
29,176
29,31
29,37
30,681
30,367
30,883
30,939
30,335
30,886
30,489
30,480
30,1000
30,893
30,555
30,959
30,280
30,563
30,457
30,140
30,994
30,973
31,716
31,554
31,183
31,607
31,613
31,469
31,648
31,768
31,653
31,900
31,579
31,447
31,538
31,657
31,656
32,548
32,319
32,932
32,357
32,495
32,554
32,234
32,826
32,93
32,454
32,317
32,376
32,424
32,268
32,161
32,312
32,11
32,1
32,537
32,836
32,778
32,870
32,141
32,354
32,295
32,482
32,549
32,9
32,706
32,946
32,505
32,971
33,775
33,490
33,308
33,10
33,786
33,442
33,819
33,301
33,613
33,238
33,817
33,8
33,563
33,384
33,195
33,423
33,905
33,576
33,449
34,406
34,257
34,169
34,734
34,756
34,663
34,401
34,850
34,389
34,227
34,271
34,83
35,434
35,642
35,247
35,531
35,784
35,821
35,933
35,629
35,828
35,712
35,703
35,280
35,293
35,666
35,762
35,546
35,830
35,277
35,424
35,194
35,875
35,72
35,188
35,141
35,298
36,115
36,654
36,468
36,634
36,465
36,280
36,719
36,639
36,505
36,194
36,330
37,20
37,157
37,52
37,994
37,549
37,23
37,192
37,997
37,106
37,290
37,277
37,130
37,734
37,450
37,746
37,9
37,240
37,94
37,156
37,16
37,507
38,224
38,352
38,432
38,321
38,806
38,820
39,512
39,382
39,476
39,715
39,812
39,33
39,340
39,84
39,865
39,770
39,976
40,151
40,59
40,274
40,796
40,403
40,75
40,558
40,483
40,187
40,198
40,919
40,863
40,258
40,838
40,392
40,850
40,13
40,126
40,999
40,788
40,733
41,256
41,396
41,791
41,1000
41,455
41,255
41,757
41,35
41,205
41,473
41,754
41,98
41,535
41,683
41,215
41,486
41,400
41,699
41,986
41,321
41,960
41,332
41,164
41,646
42,747
42,45
42,764
42,961
42,564
42,535
42,127
42,261
42,494
42,655
42,307
42,205
42,371
42,910
42,55
42,886
42,684
42,225
42,998
42,117
42,243
43,650
43,446
43,334
43,16
43,173
43,815
43,284
43,600
43,124
43,407
43,810
43,250
43,10
43,994
43,45
43,597
43,804
43,709
43,488
44,706
44,612
44,160
44,382
44,791
44,93
44,256
44,163
44,513
44,95
44,704
44,635
44,348
44,955
44,994
44,779
44,642
45,63
45,366
45,662
45,159
45,720
45,551
45,812
45,111
45,130
45,501
46,240
46,326
46,573
46,809
46,662
46,776
46,357
46,826
46,915
46,451
46,752
46,199
46,22
46,707
46,388
47,368
47,743
47,139
47,258
47,922
47,41
47,498
47,725
47,450
47,574
47,303
47,557
47,715
47,503
47,196
47,582
48,193
48,558
48,358
48,333
48,751
48,481
48,283
48,890
48,853
48,615
48,938
48,883
48,569
48,166
48,72
48,545
48,160
48,462
48,304
48,841
48,271
48,556
48,377
48,466
48,1
48,796
48,655
49,520
49,390
49,753
49,191
49,906
49,20
49,636
49,879
49,374
49,796
49,637
49,246
49,330
49,740
49,66
49,676
49,992
49,553
49,840
49,398
49,196
49,538
50,701
50,511
50,786
50,566
50,159
50,629
50,291
50,332
51,421
51,658
51,331
51,115
51,100
51,537
51,676
51,70
51,45
51,857
51,962
51,134
51,184
51,896
51,33
51,208
51,111
51,499
51,198
51,103
51,586
51,659
52,858
52,399
52,675
52,503
52,540
52,640
52,720
52,606
52,264
52,51
52,377
52,228
52,622
52,737
52,74
52,14
52,954
53,945
53,215
53,673
53,505
53,952
53,913
53,854
53,83
53,481
53,822
53,656
53,64
53,371
53,573
53,763
54,962
54,913
54,427
54,843
54,379
54,815
54,727
54,61
54,845
54,633
54,274
54,543
54,42
54,753
54,74
54,856
54,313
54,81
54,969
54,223
54,985
54,533
54,101
54,105
55,744
55,238
55,546
55,396
55,196
55,199
55,540
55,674
55,256
55,585
55,642
55,972
55,185
55,573
55,769
55,427
55,766
55,110
55,786
55,655
55,592
55,368
55,692
55,471
55,721
55,683
56,439
56,906
56,108
56,172
56,813
56,186
56,565
56,413
56,518
56,347
56,675
56,163
56,548
56,616
56,455
56,957
56,362
56,926
56,324
56,334
56,867
56,382
56,424
56,784
56,650
56,442
57,847
57,745
57,333
57,625
57,248
57,578
57,560
57,221
57,386
57,786
57,565
57,950
57,764
57,262
58,370
58,986
58,465
58,460
58,984
58,408
58,1
58,745
58,36
58,293
58,612
58,17
58,532
58,140
58,913
58,311
58,7
59,309
59,229
59,221
59,878
59,324
59,23
59,792
59,843
59,967
59,708
59,844
59,284
59,943
59,568
59,525
59,571
59,586
59,950
59,587
59,160
59,98
59,39
60,473
60,366
60,161
60,143
60,273
60,377
60,912
60,598
60,257
60,240
60,264
60,832
60,309
60,96
60,586
60,411
60,584
60,941
60,224
60,753
60,81
60,742
60,334
60,813
60,496
60,179
61,501
61,847
61,922
61,708
61,721
61,592
61,841
61,931
61,99
61,611
61,659
61,309
61,39
61,750
61,829
61,392
62,82
62,800
62,58
62,945
62,791
62,344
62,358
62,902
62,838
62,446
62,428
62,954
62,890
62,125
62,892
62,790
62,234
62,767
63,670
63,871
63,618
63,952
63,12
63,651
63,798
63,649
63,393
63,56
63,314
63,538
64,43
64,328
64,554
64,580
64,155
64,336
64,516
64,716
64,228
64,158
64,52
64,691
65,751
65,404
65,996
65,458
65,772
65,611
65,591
65,518
65,94
65,229
65,444
65,298
65,807
65,405
65,153
65,137
65,346
65,86
65,489
65,587
65,765
65,51
65,563
65,410
65,270
66,89
66,410
66,515
66,446
66,794
66,716
66,135
66,782
66,140
66,494
66,574
66,204
66,501
66,406
66,669
66,587
66,202
66,576
66,632
66,755
66,538
66,254
66,250
66,75
66,274
66,797
66,442
66,333
66,703
67,948
67,591
67,93
67,117
67,689
67,425
67,435
67,376
67,358
67,197
67,330
67,354
67,610
67,673
67,25
67,790
67,314
67,175
67,360
68,633
68,843
68,824
68,454
68,640
68,151
68,453
68,46
68,948
68,839
68,241
68,206
68,703
68,384
68,161
68,777
68,747
68,875
68,89
68,117
68,759
68,56
68,250
68,973
68,637
68,950
69,153
69,891
69,854
69,841
69,296
69,15
69,353
69,712
69,825
69,115
69,314
69,462
69,484
69,24
69,341
69,216
69,759
69,552
69,218
69,210
69,561
69,537
70,770
70,266
70,563
70,496
70,639
70,749
70,146
70,713
70,717
70,686
70,19
70,387
70,598
70,929
70,681
71,541
71,45
71,263
71,176
71,62
71,292
71,207
71,810
71,715
71,634
71,279
71,55
71,478
71,672
71,969
71,9
71,69
71,399
71,678
71,680
71,874
71,936
72,677
72,370
72,887
72,112
72,20
72,301
72,890
72,906
72,666
72,397
72,238
72,391
72,522
72,728
72,103
72,927
72,325
72,498
72,889
72,613
72,546
72,92
72,192
72,205
72,514
72,991
72,470
72,576
72,950
72,731
73,23
73,41
73,255
73,946
73,544
73,314
73,343
73,503
73,404
73,764
73,162
73,19
73,357
73,702
73,362
73,365
73,642
73,311
73,243
74,515
74,284
74,833
74,64
74,642
74,265
74,901
74,398
74,913
74,836
74,31
74,968
74,570
74,973
74,288
74,232
74,157
74,351
74,920
74,404
74,674
74,142
74,91
74,749
74,393
74,535
74,985
74,696
74,629
74,895
75,642
75,704
76,234
76,429
76,248
76,588
76,158
76,438
76,995
76,321
76,933
76,621
76,339
76,461
76,557
76,136
76,213
76,670
76,143
76,596
76,556
76,702
76,821
76,209
76,885
76,318
76,707
77,724
77,922
77,538
77,933
77,140
77,442
77,932
77,790
77,150
77,673
77,957
77,580
77,941
77,163
77,327
77,70
77,572
77,547
77,973
77,738
78,123
78,190
78,327
78,861
78,902
78,151
78,746
78,31
78,785
78,328
78,903
78,998
78,425
78,986
78,423
78,312
78,455
78,765
79,958
79,843
79,917
79,654
79,957
79,758
79,282
79,157
79,799
79,194
79,111
79,136
79,191
79,27
79,782
79,628
79,633
79,275
79,622
79,582
80,629
80,238
80,612
80,239
80,705
80,27
81,369
81,83
81,706
81,800
81,490
81,139
81,516
81,868
81,621
81,482
81,731
81,667
81,384
81,190
81,874
81,398
81,505
81,487
82,142
82,169
82,199
82,233
82,34
82,420
82,784
82,994
82,16
82,949
82,278
82,975
82,424
82,229
82,762
82,689
82,209
82,777
82,211
82,68
82,183
82,951
83,979
83,451
83,889
83,633
83,503
83,706
83,334
83,470
83,910
83,254
83,439
83,416
83,796
83,43
83,624
83,754
83,846
83,391
83,739
83,322
83,405
83,628
83,963
83,762
83,587
83,610
83,551
83,539
83,658
84,898
84,723
84,807
84,40
84,535
84,113
84,464
84,469
84,848
84,900
84,44
84,253
84,533
84,552
84,407
84,754
85,41
85,573
85,398
85,530
85,785
85,647
85,987
85,51
85,196
85,300
85,452
85,409
85,907
85,313
86,794
86,849
86,294
86,474
86,172
86,434
86,303
86,629
86,943
86,56
86,708
86,531
86,927
86,147
86,476
86,851
87,663
87,464
87,94
87,741
87,514
87,117
87,186
87,799
87,601
87,962
87,917
87,714
87,561
87,140
87,404
87,425
87,333
87,463
87,26
87,185
87,466
87,606
87,920
87,731
87,919
87,208
88,905
88,467
88,94
88,258
88,333
88,710
88,666
88,930
88,730
88,817
88,169
88,737
88,752
88,128
88,95
88,118
88,725
88,462
88,651
88,373
88,89
88,538
89,726
89,395
89,746
89,812
89,1000
89,525
89,628
89,974
89,165
89,389
89,565
89,391
89,45
89,788
89,176
89,936
90,345
90,581
90,894
90,677
90,885
90,155
90,168
90,891
90,150
90,185
90,789
90,731
90,53
90,431
90,317
90,318
90,749
90,986
90,458
90,297
90,643
90,187
90,122
91,922
91,136
91,985
91,209
91,4
91,639
91,785
91,261
91,13
91,471
91,511
91,877
91,512
91,558
91,828
91,6
91,624
91,905
91,507
91,245
92,224
92,604
92,677
92,489
92,466
92,421
92,454
92,82
92,617
92,616
92,7
92,252
92,905
92,562
92,286
92,636
92,645
92,572
92,841
92,847
92,214
92,51
92,191
92,153
92,57
92,670
93,359
93,38
93,150
93,876
93,34
93,685
93,593
93,860
93,619
93,307
93,341
93,944
93,90
93,51
93,113
94,428
94,184
94,167
94,690
94,293
94,627
94,678
94,710
94,718
94,611
94,588
94,808
94,577
94,183
94,991
94,468
94,769
95,594
95,370
95,955
95,37
95,97
95,788
95,308
95,332
95,379
95,921
95,390
95,841
95,70
95,778
95,439
95,865
95,565
96,67
96,301
96,484
96,139
96,126
96,713
96,882
96,283
96,339
96,541
97,425
97,539
97,216
97,714
97,628
97,60
97,113
97,587
97,749
97,646
97,543
97,90
97,497
97,743
97,707
97,621
97,958
97,809
97,725
97,296
97,439
98,625
98,870
98,326
98,267
98,540
98,590
98,640
98,364
98,951
98,134
98,631
98,578
98,510
98,534
98,748
98,649
98,511
98,506
98,829
98,186
98,906
99,626
99,240
99,727
99,299
99,200
99,2
99,123
99,25
99,478
99,642
99,817
99,122
99,757
99,870
99,214
99,820
99,632
99,426
99,425
99,47
100,343
100,360
100,575
100,827
100,654
100,219
100,12
100,657
100,208
100,708
100,290
100,262
100,811
100,70
100,317
100,309
100,520
100,565
101,333
101,787
101,7
101,118
101,704
101,343
101,351
101,407
101,743
101,584
102,632
102,985
102,30
102,854
102,181
102,200
102,340
102,855
102,348
102,946
102,690
102,492
102,940
102,487
102,818
102,37
102,663
103,141
103,495
103,161
103,644
103,473
103,915
103,887
103,551
103,919
103,345
103,475
103,804
103,835
103,425
103,952
103,762
103,58
104,857
104,535
104,308
104,580
104,744
104,696
104,325
104,570
104,550
104,20
104,215
104,593
104,703
104,341
105,820
105,940
105,911
105,816
105,364
105,68
105,994
105,154
105,289
105,862
105,32
105,349
105,386
105,643
105,549
105,864
105,171
105,586
106,622
106,400
106,193
106,611
106,121
106,887
106,803
106,771
106,317
106,724
106,880
106,324
106,728
106,33
106,280
106,425
106,89
106,510
106,900
106,245
106,382
106,464
107,851
107,975
107,311
107,223
107,539
107,181
107,116
107,385
107,805
107,39
107,798
107,208
107,937
107,95
107,456
107,520
107,26
107,820
107,496
107,928
107,514
107,159
107,196
107,350
107,947
107,497
107,752
107,896
107,538
107,319
107,796
107,337
108,148
108,789
108,894
108,101
108,843
108,962
108,530
108,694
108,137
108,212
108,743
108,38
108,472
108,398
108,732
108,887
108,536
108,120
108,5
108,320
108,956
109,46
109,705
109,870
109,610
109,894
109,90
109,343
109,480
109,912
109,48
109,106
109,535
109,786
109,676
109,765
109,321
109,24
109,593
109,778
109,656
109,915
110,216
110,330
110,207
110,199
110,295
110,285
110,547
110,328
110,793
110,453
110,689
110,122
110,281
110,154
110,163
110,282
110,119
110,16
110,983
111,639
111,575
111,528
111,105
111,213
111,557
111,360
112,564
112,328
112,279
112,146
112,967
112,723
112,825
112,292
112,589
112,252
112,177
112,73
112,320
112,629
112,915
112,348
112,555
112,456
112,52
113,135
113,30
113,484
113,926
113,693
113,52
113,109
113,394
113,56
113,89
113,438
113,403
113,185
113,723
113,612
113,914
113,608
113,646
113,858
113,708
114,718
114,458
114,633
114,366
114,321
114,342
114,839
114,204
114,732
114,778
114,688
114,830
114,548
114,81
114,999
114,946
114,775
114,784
114,478
114,583
114,136
114,96
114,834
114,823
114,943
114,717
114,481
114,100
114,468
114,319
114,702
114,661
114,729
114,786
114,483
114,239
115,972
115,231
115,149
115,883
115,919
115,633
115,266
115,936
115,374
115,403
115,189
115,718
115,941
115,683
115,340
115,809
115,905
115,334
116,466
116,501
116,31
116,67
116,488
116,117
116,361
116,492
116,474
116,868
116,176
116,291
116,788
116,358
116,620
116,590
116,132
116,522
116,106
116,417
116,839
116,733
117,817
117,110
117,335
117,571
117,667
117,73
117,813
117,311
117,547
117,474
117,412
117,606
117,425
117,246
117,637
117,251
117,563
117,164
117,999
118,495
118,395
118,68
118,350
118,215
118,835
118,712
118,607
118,443
118,805
118,447
118,582
119,808
119,352
119,559
119,712
119,243
119,179
119,680
119,687
119,80
119,759
119,955
119,730
119,589
119,858
119,500
119,118
119,608
119,612
119,476
119,335
119,570
119,100
119,843
119,457
119,182
119,317
119,980
120,417
120,72
120,614
120,112
120,703
120,835
120,612
120,791
120,841
120,390
120,337
120,508
120,662
120,678
120,63
120,93
120,224
120,838
120,144
120,910
120,596
120,926
120,775
120,653
120,831
121,1
121,777
121,152
121,678
121,154
121,465
121,546
121,300
121,401
121,632
121,593
121,459
121,202
121,212
121,699
121,900
121,326
121,308
121,585
121,815
121,937
121,697
121,313
121,942
121,967
122,961
122,447
122,737
122,939
122,354
122,92
122,598
122,9
122,628
122,524
122,415
122,869
122,132
123,874
123,303
123,64
123,380
123,924
123,564
123,993
123,55
123,1
123,722
123,575
123,842
123,369
123,113
123,883
123,290
123,888
123,32
123,242
123,444
123,721
123,606
123,405
123,642
123,327
123,730
123,393
123,417
123,392
124,447
124,560
124,218
124,680
124,179
124,488
124,144
124,194
124,570
124,395
125,865
125,948
125,370
125,862
125,429
125,159
125,297
125,895
125,688
125,130
125,139
125,12
125,74
125,665
125,17
125,149
125,740
125,908
125,500
125,675
125,449
125,1000
125,141
126,87
126,142
126,659
126,827
126,427
126,882
126,468
126,917
126,809
126,714
126,620
126,954
126,437
126,640
126,186
126,467
126,523
126,436
126,567
126,841
126,462
126,395
126,365
126,233
126,192
126,621
126,8
126,593
126,512
126,869
126,750
126,244
126,731
126,515
127,277
127,422
127,950
127,561
127,592
127,377
127,35
127,39
127,583
127,496
127,723
127,379
127,116
128,596
128,495
128,986
128,709
128,82
128,147
128,749
128,750
128,541
128,881
128,770
128,799
128,288
128,478
128,531
128,81
129,537
129,913
129,626
129,91
129,253
129,485
129,647
129,761
129,681
129,985
129,686
129,80
129,702
129,650
129,554
129,819
129,595
129,321
129,629
129,55
130,927
130,353
130,549
130,799
130,12
130,482
130,466
130,526
130,929
130,589
130,753
130,341
130,433
130,363
130,985
130,819
131,303
131,298
131,173
131,37
131,713
131,947
131,613
131,769
131,313
132,746
132,805
132,579
132,268
132,63
132,646
132,486
132,594
132,175
132,588
132,53
132,674
132,300
132,830
132,757
132,641
132,28
132,295
132,498
132,85
133,130
133,519
133,79
133,873
133,804
133,286
133,260
133,137
133,632
133,289
133,283
133,880
134,265
134,15
134,761
134,115
134,620
134,180
134,933
134,607
134,758
134,156
134,676
134,459
134,380
134,829
134,181
134,269
134,803
134,719
134,243
134,498
134,187
134,820
134,542
135,884
135,34
135,353
135,87
135,992
135,150
135,611
135,958
135,843
135,159
135,859
135,509
135,772
136,424
136,790
136,394
136,245
136,678
136,452
136,745
136,654
136,173
136,217
136,593
136,753
136,864
136,355
136,56
136,659
136,272
136,775
136,841
136,119
136,54
136,477
136,410
136,489
136,310
136,766
136,973
136,772
136,946
136,547
137,241
137,390
137,701
137,724
137,401
137,487
137,270
137,150
137,545
137,893
137,447
137,13
137,297
137,951
138,818
138,461
138,393
138,696
138,325
138,986
138,544
138,701
138,980
138,43
138,100
138,941
138,546
138,654
138,364
138,981
138,866
139,444
139,627
139,942
139,669
139,880
139,281
139,345
139,278
139,275
139,823
139,101
139,263
139,672
139,600
139,402
139,474
139,793
139,693
139,769
139,249
139,753
139,690
139,604
139,790
139,201
140,534
140,347
140,695
140,708
140,186
140,322
140,562
140,11
140,690
140,9
140,853
141,70
141,13
141,423
141,101
141,539
141,107
141,703
141,458
141,361
141,226
141,744
141,292
141,259
141,199
141,35
141,25
141,636
141,95
141,59
141,963
141,610
142,674
142,917
142,857
142,224
142,975
142,615
142,655
142,125
142,727
142,982
142,123
142,89
142,878
142,621
142,134
142,386
142,784
142,923
142,665
142,581
142,824
142,992
142,191
142,919
142,114
142,714
142,190
142,261
143,303
143,480
143,678
143,960
143,78
143,656
143,466
143,946
143,285
144,789
144,439
144,710
144,927
144,685
144,790
144,333
144,265
144,167
144,801
144,76
144,285
144,797
144,64
144,393
144,399
144,342
144,62
144,266
144,980
144,834
145,273
145,184
145,453
145,72
145,505
145,952
145,207
145,626
145,404
145,662
145,112
145,149
145,555
145,789
145,443
145,225
145,630
145,660
145,109
145,936
145,454
146,734
146,267
146,106
146,36
146,75
146,73
146,587
146,747
146,258
146,797
146,458
146,20
146,920
146,511
146,154
146,670
146,657
146,1
146,957
146,39
146,682
146,401
146,274
146,157
146,718
147,339
147,928
147,402
147,590
147,4
147,529
147,726
147,964
147,791
147,504
147,491
148,448
148,415
148,866
148,747
148,801
148,833
148,806
148,72
148,555
148,233
148,4
149,395
149,979
149,707
149,839
149,800
149,495
149,125
149,582
149,550
149,959
149,369
149,343
149,700
149,312
149,412
149,57
149,649
149,983
149,664
149,93
149,376
149,549
149,875
150,985
150,350
150,83
150,863
150,472
150,780
150,786
150,298
150,665
150,209
150,182
150,569
150,41
150,992
150,395
150,678
150,197
150,308
150,714
150,401
150,919
151,110
151,647
151,707
151,369
151,500
151,87
151,908
151,649
151,450
151,754
151,196
151,144
151,37
151,199
151,26
151,739
151,609
151,246
151,502
151,400
151,65
152,813
152,555
152,660
152,317
152,513
152,548
152,990
152,856
152,833
152,462
152,991
152,17
152,38
152,349
152,58
152,347
152,808
152,740
152,44
152,417
152,122
152,218
153,828
153,671
153,685
153,537
153,471
153,964
153,696
153,893
153,897
153,551
153,154
153,760
153,595
153,240
153,949
154,74
154,38
154,755
154,145
154,502
154,671
154,20
154,484
154,930
154,942
154,635
154,47
154,250
154,720
154,666
154,134
154,15
154,178
154,649
154,52
154,928
155,316
155,842
155,814
155,100
155,469
155,627
155,176
155,857
155,607
155,66
155,839
155,109
155,117
155,511
155,611
155,820
155,632
155,227
155,65
155,825
155,209
156,438
156,347
156,832
156,857
156,757
156,696
156,413
156,334
156,124
156,702
156,591
156,560
156,141
156,331
156,858
157,989
157,814
157,220
157,784
157,47
157,609
157,179
157,345
157,65
157,124
157,282
157,145
157,777
157,427
157,174
157,715
157,380
157,568
157,170
157,451
157,251
157,949
157,597
157,42
157,137
157,103
157,812
157,869
157,649
157,629
157,387
157,798
158,163
158,17
158,902
158,500
158,83
158,7
158,8
158,185
158,950
158,92
158,725
158,669
158,609
158,910
158,292
158,428
158,712
158,828
158,813
158,793
158,489
158,710
158,130
159,213
159,147
159,657
159,279
159,537
159,463
159,423
159,246
159,962
159,180
159,627
159,710
160,39
160,612
160,186
160,736
160,513
160,628
160,975
160,91
160,644
160,848
160,803
160,310
160,358
160,430
160,5
160,573
160,243
160,198
160,121
160,544
160,98
160,635
160,372
160,885
161,781
161,554
161,521
161,226
161,477
161,790
161,643
161,677
161,215
161,285
161,55
161,200
161,116
162,817
162,153
162,703
162,866
162,993
162,935
162,487
162,511
162,182
162,165
162,688
162,946
162,45
162,56
162,662
162,374
162,293
162,216
162,447
162,259
162,344
162,633
162,826
162,913
162,778
163,466
163,45
163,107
163,760
163,54
163,949
163,552
163,182
163,162
163,806
163,30
163,498
163,529
163,119
163,73
163,918
163,242
163,740
163,457
163,608
163,595
163,335
163,431
163,205
163,767
163,695
163,921
164,335
164,237
164,799
164,113
164,235
164,101
164,244
164,757
164,424
164,892
164,206
164,386
164,914
164,227
165,76
165,484
165,601
165,498
165,56
165,913
165,448
165,149
165,223
165,952
165,626
165,467
165,184
165,398
165,384
165,140
165,470
165,739
165,200
165,649
165,369
165,1000
165,278
165,209
165,345
165,131
166,33
166,710
166,584
166,62
166,289
166,140
166,114
166,874
166,478
166,471
166,430
166,177
166,780
166,353
166,227
166,909
166,304
166,620
166,161
166,810
166,815
166,655
167,977
167,628
167,929
167,176
167,593
167,995
167,568
167,877
167,237
167,89
167,423
167,879
167,536
167,502
167,884
167,223
167,607
167,486
167,859
167,475
167,287
167,15
167,749
167,440
167,755
168,895
168,254
168,255
168,337
168,446
168,595
168,229
168,915
168,951
168,607
168,970
168,153
168,937
168,589
168,921
168,6
168,429
168,46
168,42
168,483
168,753
168,789
168,518
168,35
168,437
168,545
168,405
168,492
168,831
168,819
168,715
168,843
169,101
169,465
169,509
169,248
169,86
169,573
169,773
169,13
169,711
169,751
169,418
169,974
169,225
169,136
169,369
169,304
169,246
169,665
170,93
170,17
170,493
170,687
170,314
170,166
170,722
170,472
170,880
170,586
170,767
170,599
170,25
170,467
171,476
171,792
171,142
171,897
171,722
171,417
171,191
171,810
171,894
171,381
171,643
171,477
171,650
171,2
172,883
172,644
172,73
172,396
172,916
172,709
172,342
172,545
172,34
172,305
172,438
172,772
172,278
172,716
173,970
173,629
173,557
173,591
173,815
173,214
173,808
173,703
173,83
173,637
173,903
173,345
173,755
173,956
173,57
173,529
173,933
173,692
173,374
174,911
174,53
174,114
174,394
174,376
174,478
174,635
174,42
174,377
174,181
174,665
174,574
174,723
174,69
174,576
174,728
174,794
174,211
174,142
174,344
174,246
174,554
175,117
175,666
175,491
175,757
175,963
175,772
175,596
175,894
175,984
175,721
175,216
175,773
175,764
175,781
175,232
175,330
175,363
175,921
175,275
175,517
175,698
176,435
176,285
176,56
176,65
176,383
176,355
176,465
176,499
176,515
176,541
176,851
176,126
176,483
176,728
176,546
176,696
176,847
176,547
176,923
176,301
176,464
176,637
176,378
176,821
176,691
177,970
177,711
177,830
177,965
177,906
177,68
177,194
177,915
177,907
177,470
177,90
177,83
177,402
177,921
177,185
177,297
177,983
177,981
177,79
177,112
178,169
178,284
178,115
178,715
178,152
178,510
178,155
178,897
178,211
178,535
178,976
178,644
178,24
178,302
178,428
178,994
178,700
178,556
178,956
178,136
178,487
178,357
178,432
178,456
178,757
178,662
178,22
178,300
178,195
179,65
179,23
179,894
179,823
179,239
179,856
179,972
179,534
179,662
179,345
179,423
179,594
179,353
179,673
179,663
179,807
179,336
179,499
180,609
180,683
180,715
180,544
180,864
180,563
180,457
180,470
180,313
180,582
180,136
180,921
180,810
180,315
180,176
180,268
180,234
180,497
180,382
180,996
180,297
180,790
180,867
180,49
180,152
180,363
180,293
180,468
180,981
180,171
180,635
180,948
180,165
180,730
180,550
180,294
180,188
180,998
181,180
181,861
181,727
181,711
181,928
181,684
181,815
181,158
181,166
